,content_id,content_title,content_type,duration,avg_rating,cast/producer_for_anime,director/studio_for_anime,content_genres,content_description,release_year
296,3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,Movie,1 hr. 30 min.,8.17,Tokuma Shoten,Magic Bus,"Action, Space, Military, Drama, Sci-Fi","PG-13 - Teens 13 or older
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture is a Movie. Genre: Action, Space, Military, Drama, Sci-Fi. Produced by Tokuma Shoten, Studio: Magic Bus.",1993
297,3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,Movie,59 min.,8.16,Notes,ufotable,"Action, Mystery, Supernatural, Drama, Thriller","R+ - Mild Nudity
Kara no Kyoukai 3: Tsuukaku Zanryuu is a Movie. Genre: Action, Mystery, Supernatural, Drama, Thriller. Produced by Notes, Studio: ufotable.",2008
298,3927,Mobile Suit Gundam 00 Second Season,TV,24 min. per ep.,8.18,Mainichi Broadcasting System,Sunrise,"Action, Military, Sci-Fi, Space, Drama, Mecha","R - 17+ (violence & profanity)
Mobile Suit Gundam 00 Second Season is a TV. Genre: Action, Military, Sci-Fi, Space, Drama, Mecha. Produced by Mainichi Broadcasting System, Studio: Sunrise.",2008
299,11597,Nisemonogatari,TV,24 min. per ep.,8.2,"Aniplex, Kodansha, Rakuonsha",Shaft,"Mystery, Comedy, Supernatural, Ecchi","R - 17+ (violence & profanity)
Nisemonogatari is a TV. Genre: Mystery, Comedy, Supernatural, Ecchi. Produced by Aniplex, Kodansha, Rakuonsha, Studio: Shaft.",2012
300,28025,Tsukimonogatari,TV,24 min. per ep.,8.19,Aniplex,Shaft,"Mystery, Comedy, Supernatural, Ecchi","R - 17+ (violence & profanity)
Tsukimonogatari is a TV. Genre: Mystery, Comedy, Supernatural, Ecchi. Produced by Aniplex, Studio: Shaft.",2015
301,24833,Ansatsu Kyoushitsu (TV),TV,23 min. per ep.,8.22,"Dentsu, Fuji TV, DAX Production, BS Fuji, Avex Pictures, Shueisha",Lerche,"Action, Comedy, School, Shounen","PG-13 - Teens 13 or older
Ansatsu Kyoushitsu (TV) is a TV. Genre: Action, Comedy, School, Shounen. Produced by Dentsu, Fuji TV, DAX Production, BS Fuji, Avex Pictures, Shueisha, Studio: Lerche.",2015
302,29893,Aria The Avvenire,Special,21 min. per ep.,8.09,Shochiku,TYO Animations,"Fantasy, Sci-Fi, Shounen, Slice of Life","G - All Ages
Aria The Avvenire is a Special. Genre: Fantasy, Sci-Fi, Shounen, Slice of Life. Produced by Shochiku, Studio: TYO Animations.",2015
303,27663,Baby Steps 2nd Season,TV,24 min. per ep.,8.16,NHK,Studio Pierrot,"Sports, Romance, School, Shounen","PG-13 - Teens 13 or older
Baby Steps 2nd Season is a TV. Genre: Sports, Romance, School, Shounen. Produced by NHK, Studio: Studio Pierrot.",2015
304,1482,D.Gray-man,TV,23 min. per ep.,8.16,"TV Tokyo, Aniplex, Dentsu, Half H.P Studio, Sony Music Entertainment, Studio Jack",TMS Entertainment,"Action, Adventure, Comedy, Super Power, Demons, Shounen","PG-13 - Teens 13 or older
D.Gray-man is a TV. Genre: Action, Adventure, Comedy, Super Power, Demons, Shounen. Produced by TV Tokyo, Aniplex, Dentsu, Half H.P Studio, Sony Music Entertainment, Studio Jack, Studio: TMS Entertainment.",2006
305,3371,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari",OVA,26 min. per ep.,8.17,"Kitty Films, Tokuma Shoten",Artland,"Action, Military, Sci-Fi, Space","R+ - Mild Nudity
Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari is a OVA. Genre: Action, Military, Sci-Fi, Space. Produced by Kitty Films, Tokuma Shoten, Studio: Artland.",1998
306,25313,Gintama: Jump Festa 2014 Special,Special,24 min.,8.17,Unknown,Sunrise,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen","PG-13 - Teens 13 or older
Gintama: Jump Festa 2014 Special is a Special. Genre: Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen. Produced by Unknown, Studio: Sunrise.",2015
307,1430,Lupin III: Cagliostro no Shiro,Movie,1 hr. 40 min.,8.19,Tokyo Movie Shinsha,Unknown,"Action, Adventure, Mystery, Comedy, Seinen","PG-13 - Teens 13 or older
Lupin III: Cagliostro no Shiro is a Movie. Genre: Action, Adventure, Mystery, Comedy, Seinen. Produced by Tokyo Movie Shinsha, Studio: Unknown.",1979
308,33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,TV,24 min. per ep.,8.26,"Sotsu, Asatsu DK, Mainichi Broadcasting System",Sunrise,"Action, Drama, Mecha, Sci-Fi, Space","R - 17+ (violence & profanity)
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season is a TV. Genre: Action, Drama, Mecha, Sci-Fi, Space. Produced by Sotsu, Asatsu DK, Mainichi Broadcasting System, Studio: Sunrise.",2016
309,7720,Ookiku Furikabutte: Natsu no Taikai-hen,TV,24 min. per ep.,8.14,"Aniplex, Mainichi Broadcasting System, TBS, Kodansha, Movic, Rakuonsha",A-1 Pictures,"Comedy, Sports","PG-13 - Teens 13 or older
Ookiku Furikabutte: Natsu no Taikai-hen is a TV. Genre: Comedy, Sports. Produced by Aniplex, Mainichi Broadcasting System, TBS, Kodansha, Movic, Rakuonsha, Studio: A-1 Pictures.",2010
310,1914,Saiunkoku Monogatari 2nd Season,TV,25 min. per ep.,8.16,"NHK, Sogo Vision",Madhouse,"Adventure, Comedy, Drama, Fantasy, Historical, Romance","PG-13 - Teens 13 or older
Saiunkoku Monogatari 2nd Season is a TV. Genre: Adventure, Comedy, Drama, Fantasy, Historical, Romance. Produced by NHK, Sogo Vision, Studio: Madhouse.",2007
311,20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Movie,50 min.,8.16,Kadokawa Shoten,Studio Deen,"Comedy, Drama, Romance, Shounen Ai","PG-13 - Teens 13 or older
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai is a Movie. Genre: Comedy, Drama, Romance, Shounen Ai. Produced by Kadokawa Shoten, Studio: Studio Deen.",2014
312,15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Movie,1 hr. 39 min.,8.13,Aniplex,A-1 Pictures,"Slice of Life, Supernatural, Drama","PG-13 - Teens 13 or older
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie is a Movie. Genre: Slice of Life, Supernatural, Drama. Produced by Aniplex, Studio: A-1 Pictures.",2013
313,2164,Dennou Coil,TV,25 min. per ep.,8.15,"Bandai Visual, NHK, Tokuma Shoten",Madhouse,"Adventure, Comedy, Drama, Mystery, Sci-Fi","G - All Ages
Dennou Coil is a TV. Genre: Adventure, Comedy, Drama, Mystery, Sci-Fi. Produced by Bandai Visual, NHK, Tokuma Shoten, Studio: Madhouse.",2007
314,237,Eureka Seven,TV,24 min. per ep.,8.15,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Production, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN",Bones,"Sci-Fi, Adventure, Drama, Romance, Mecha","PG-13 - Teens 13 or older
Eureka Seven is a TV. Genre: Sci-Fi, Adventure, Drama, Romance, Mecha. Produced by Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Production, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN, Studio: Bones.",2005
315,2449,Ghost in the Shell: Stand Alone Complex - The Laughing Man,Special,2 hr. 40 min.,8.17,"Bandai Visual, Animax, Kodansha",Production I.G,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen","R - 17+ (violence & profanity)
Ghost in the Shell: Stand Alone Complex - The Laughing Man is a Special. Genre: Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen. Produced by Bandai Visual, Animax, Kodansha, Studio: Production I.G.",2005
316,10643,Gintama: Dai Hanseikai,Special,14 min.,8.16,Unknown,Sunrise,"Action, Comedy, Parody, Samurai","PG-13 - Teens 13 or older
Gintama: Dai Hanseikai is a Special. Genre: Action, Comedy, Parody, Samurai. Produced by Unknown, Studio: Sunrise.",2010
317,17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,OVA,23 min. per ep.,8.12,"Aniplex, Lantis, TBS, Movic, Houbunsha",Shaft,"Slice of Life, Comedy, School, Seinen","PG-13 - Teens 13 or older
Hidamari Sketch: Sae Hiro Sotsugyou-hen is a OVA. Genre: Slice of Life, Comedy, School, Seinen. Produced by Aniplex, Lantis, TBS, Movic, Houbunsha, Studio: Shaft.",2013
318,135,Hikaru no Go,TV,23 min. per ep.,8.17,"TV Tokyo, Dentsu, Dream Force",Studio Pierrot,"Comedy, Game, Shounen, Supernatural","PG-13 - Teens 13 or older
Hikaru no Go is a TV. Genre: Comedy, Game, Shounen, Supernatural. Produced by TV Tokyo, Dentsu, Dream Force, Studio: Studio Pierrot.",2001
319,6045,Kimi ni Todoke,TV,22 min. per ep.,8.13,"VAP, Nippon Television Network, Shueisha",Production I.G,"Slice of Life, Drama, Romance, School, Shoujo","PG-13 - Teens 13 or older
Kimi ni Todoke is a TV. Genre: Slice of Life, Drama, Romance, School, Shoujo. Produced by VAP, Nippon Television Network, Shueisha, Studio: Production I.G.",2009
320,16001,Kokoro Connect: Michi Random,Special,27 min. per ep.,8.13,"Starchild Records, Enterbrain",Silver Link.,"Comedy, Drama, Romance, School, Slice of Life, Supernatural","PG-13 - Teens 13 or older
Kokoro Connect: Michi Random is a Special. Genre: Comedy, Drama, Romance, School, Slice of Life, Supernatural. Produced by Starchild Records, Enterbrain, Studio: Silver Link..",2012
321,6211,Tokyo Magnitude 8.0,TV,22 min. per ep.,8.16,"Dentsu, Fuji TV, Toho, Asmik Ace Entertainment, Sony Music Entertainment, Sakura Create","Bones, Kinema Citrus",Drama,"PG-13 - Teens 13 or older
Tokyo Magnitude 8.0 is a TV. Genre: Drama. Produced by Dentsu, Fuji TV, Toho, Asmik Ace Entertainment, Sony Music Entertainment, Sakura Create, Studio: Bones, Kinema Citrus.",2009
322,232,Cardcaptor Sakura,TV,25 min. per ep.,8.21,"NHK, Kodansha, Sogo Vision, YTV",Madhouse,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo","PG - Children
Cardcaptor Sakura is a TV. Genre: Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo. Produced by NHK, Kodansha, Sogo Vision, YTV, Studio: Madhouse.",1998
323,4789,ef: A Tale of Melodies.,TV,24 min. per ep.,8.12,Unknown,Shaft,"Mystery, Supernatural, Drama, Romance","PG-13 - Teens 13 or older
ef: A Tale of Melodies. is a TV. Genre: Mystery, Supernatural, Drama, Romance. Produced by Unknown, Studio: Shaft.",2008
324,16918,Gin no Saji,TV,23 min. per ep.,8.16,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",A-1 Pictures,"Comedy, School, Shounen, Slice of Life","PG-13 - Teens 13 or older
Gin no Saji is a TV. Genre: Comedy, School, Shounen, Slice of Life. Produced by Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Studio: A-1 Pictures.",2013
325,16,Hachimitsu to Clover,TV,23 min. per ep.,8.14,"Genco, Fuji TV, Shueisha",J.C.Staff,"Comedy, Drama, Josei, Romance, Slice of Life","PG-13 - Teens 13 or older
Hachimitsu to Clover is a TV. Genre: Comedy, Drama, Josei, Romance, Slice of Life. Produced by Genco, Fuji TV, Shueisha, Studio: J.C.Staff.",2005
326,1486,Kodomo no Omocha (TV),TV,22 min. per ep.,8.15,"TV Tokyo, Nihon Ad Systems, Pony Canyon",Studio Gallop,"Comedy, Drama, Romance, Shoujo","PG-13 - Teens 13 or older
Kodomo no Omocha (TV) is a TV. Genre: Comedy, Drama, Romance, Shoujo. Produced by TV Tokyo, Nihon Ad Systems, Pony Canyon, Studio: Studio Gallop.",1996
327,24997,Love Live! The School Idol Movie,Movie,1 hr. 42 min.,8.11,"Bandai Visual, Lantis, ASCII Media Works, Bushiroad, Graphinica, ILCA",Sunrise,"Music, School, Slice of Life","PG-13 - Teens 13 or older
Love Live! The School Idol Movie is a Movie. Genre: Music, School, Slice of Life. Produced by Bandai Visual, Lantis, ASCII Media Works, Bushiroad, Graphinica, ILCA, Studio: Sunrise.",2015
328,32902,Mahoutsukai no Yome: Hoshi Matsu Hito,OVA,23 min. per ep.,8.26,"Production I.G, flying DOG",Wit Studio,"Slice of Life, Magic, Fantasy, Shounen","PG-13 - Teens 13 or older
Mahoutsukai no Yome: Hoshi Matsu Hito is a OVA. Genre: Slice of Life, Magic, Fantasy, Shounen. Produced by Production I.G, flying DOG, Studio: Wit Studio.",2016
329,8063,Sekaiichi Hatsukoi OVA,OVA,21 min. per ep.,8.14,Kadokawa Shoten,Studio Deen,"Comedy, Drama, Romance, Shounen Ai","PG-13 - Teens 13 or older
Sekaiichi Hatsukoi OVA is a OVA. Genre: Comedy, Drama, Romance, Shounen Ai. Produced by Kadokawa Shoten, Studio: Studio Deen.",2011
330,25879,Working!!!,TV,23 min. per ep.,8.14,Aniplex,A-1 Pictures,"Comedy, Romance, Slice of Life","PG-13 - Teens 13 or older
Working!!! is a TV. Genre: Comedy, Romance, Slice of Life. Produced by Aniplex, Studio: A-1 Pictures.",2015
331,889,Black Lagoon,TV,24 min. per ep.,8.13,"Geneon Universal Entertainment, Shogakukan",Madhouse,"Action, Seinen","R - 17+ (violence & profanity)
Black Lagoon is a TV. Genre: Action, Seinen. Produced by Geneon Universal Entertainment, Shogakukan, Studio: Madhouse.",2006
332,21419,Detective Conan Movie 18: The Sniper from Another Dimension,Movie,1 hr. 50 min.,8.21,Unknown,TMS Entertainment,"Action, Mystery, Police, Shounen","G - All Ages
Detective Conan Movie 18: The Sniper from Another Dimension is a Movie. Genre: Action, Mystery, Police, Shounen. Produced by Unknown, Studio: TMS Entertainment.",2014
333,2952,Final Fantasy VII: Advent Children Complete,OVA,2 hr. 6 min.,8.09,Unknown,Square Enix,"Action, Fantasy, Super Power","PG-13 - Teens 13 or older
Final Fantasy VII: Advent Children Complete is a OVA. Genre: Action, Fantasy, Super Power. Produced by Unknown, Studio: Square Enix.",2009
334,934,Higurashi no Naku Koro ni,TV,24 min. per ep.,8.1,"Geneon Universal Entertainment, Frontier Works, Sotsu, DAX Production",Studio Deen,"Mystery, Dementia, Horror, Psychological, Supernatural, Thriller","R - 17+ (violence & profanity)
Higurashi no Naku Koro ni is a TV. Genre: Mystery, Dementia, Horror, Psychological, Supernatural, Thriller. Produced by Geneon Universal Entertainment, Frontier Works, Sotsu, DAX Production, Studio: Studio Deen.",2006
335,12189,Hyouka,TV,25 min. per ep.,8.15,"Lantis, Kadokawa Shoten, KlockWorx, chara-ani.com, Animation Do",Kyoto Animation,"Mystery, School, Slice of Life","PG-13 - Teens 13 or older
Hyouka is a TV. Genre: Mystery, School, Slice of Life. Produced by Lantis, Kadokawa Shoten, KlockWorx, chara-ani.com, Animation Do, Studio: Kyoto Animation.",2012
336,731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Music,1 hr. 7 min.,8.17,EMI,Toei Animation,"Adventure, Drama, Music, Sci-Fi","G - All Ages
Interstella5555: The 5tory of The 5ecret 5tar 5ystem is a Music. Genre: Adventure, Drama, Music, Sci-Fi. Produced by EMI, Studio: Toei Animation.",2003
337,1530,Kanon (2006),TV,24 min. per ep.,8.11,"Pony Canyon, TBS, Movic",Kyoto Animation,"Slice of Life, Supernatural, Drama, Romance","PG-13 - Teens 13 or older
Kanon (2006) is a TV. Genre: Slice of Life, Supernatural, Drama, Romance. Produced by Pony Canyon, TBS, Movic, Studio: Kyoto Animation.",2006
338,9656,Kimi ni Todoke 2nd Season,TV,23 min. per ep.,8.12,"VAP, Nippon Television Network, Shueisha",Production I.G,"Slice of Life, Drama, Romance, School, Shoujo","PG-13 - Teens 13 or older
Kimi ni Todoke 2nd Season is a TV. Genre: Slice of Life, Drama, Romance, School, Shoujo. Produced by VAP, Nippon Television Network, Shueisha, Studio: Production I.G.",2011
339,20507,Noragami,TV,24 min. per ep.,8.15,"Avex Entertainment, Dentsu, Shochiku, Kodansha, Movic, Ai Addiction, Lawson HMV Entertainment, A-Sketch",Bones,"Action, Adventure, Comedy, Supernatural, Shounen","PG-13 - Teens 13 or older
Noragami is a TV. Genre: Action, Adventure, Comedy, Supernatural, Shounen. Produced by Avex Entertainment, Dentsu, Shochiku, Kodansha, Movic, Ai Addiction, Lawson HMV Entertainment, A-Sketch, Studio: Bones.",2014
340,31149,Persona 3 the Movie 4: Winter of Rebirth,Movie,1 hr. 45 min.,8.13,"Aniplex, Atlus",A-1 Pictures,"Action, Supernatural, Fantasy","R - 17+ (violence & profanity)
Persona 3 the Movie 4: Winter of Rebirth is a Movie. Genre: Action, Supernatural, Fantasy. Produced by Aniplex, Atlus, Studio: A-1 Pictures.",2016
341,4918,xxxHOLiC Shunmuki,OVA,26 min. per ep.,8.15,Kodansha,Production I.G,"Mystery, Comedy, Psychological, Supernatural, Drama","PG-13 - Teens 13 or older
xxxHOLiC Shunmuki is a OVA. Genre: Mystery, Comedy, Psychological, Supernatural, Drama. Produced by Kodansha, Studio: Production I.G.",2009
342,14075,Zetsuen no Tempest,TV,24 min. per ep.,8.11,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System, Yahoo! Japan",Bones,"Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen","PG-13 - Teens 13 or older
Zetsuen no Tempest is a TV. Genre: Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen. Produced by Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System, Yahoo! Japan, Studio: Bones.",2012
343,4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,Special,24 min.,8.11,Unknown,Hal Film Maker,"Comedy, Shounen, Slice of Life","G - All Ages
Aria The Origination: Sono Choppiri Himitsu no Basho ni... is a Special. Genre: Comedy, Shounen, Slice of Life. Produced by Unknown, Studio: Hal Film Maker.",2008
344,781,Detective Conan Movie 03: The Last Wizard of the Century,Movie,1 hr. 40 min.,8.14,Unknown,TMS Entertainment,"Adventure, Mystery, Comedy, Police, Shounen","PG-13 - Teens 13 or older
Detective Conan Movie 03: The Last Wizard of the Century is a Movie. Genre: Adventure, Mystery, Comedy, Police, Shounen. Produced by Unknown, Studio: TMS Entertainment.",1999
345,1363,Detective Conan Movie 04: Captured in Her Eyes,Movie,1 hr. 40 min.,8.15,Polygram Japan,TMS Entertainment,"Adventure, Mystery, Comedy, Police, Shounen","PG-13 - Teens 13 or older
Detective Conan Movie 04: Captured in Her Eyes is a Movie. Genre: Adventure, Mystery, Comedy, Police, Shounen. Produced by Polygram Japan, Studio: TMS Entertainment.",2000
346,223,Dragon Ball,TV,24 min. per ep.,8.15,Fuji TV,Toei Animation,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power","PG-13 - Teens 13 or older
Dragon Ball is a TV. Genre: Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power. Produced by Fuji TV, Studio: Toei Animation.",1986
347,2004,Hanada Shounen-shi,TV,25 min. per ep.,8.12,"VAP, Nippon Television Network",Madhouse,"Supernatural, Comedy, Slice of Life, Drama","R - 17+ (violence & profanity)
Hanada Shounen-shi is a TV. Genre: Supernatural, Comedy, Slice of Life, Drama. Produced by VAP, Nippon Television Network, Studio: Madhouse.",2002
348,25649,Junjou Romantica 3,TV,24 min. per ep.,8.09,"Frontier Works, Lantis, Kadokawa Shoten, Romantica club !!",Studio Deen,"Comedy, Drama, Romance, Shounen Ai","PG-13 - Teens 13 or older
Junjou Romantica 3 is a TV. Genre: Comedy, Drama, Romance, Shounen Ai. Produced by Frontier Works, Lantis, Kadokawa Shoten, Romantica club !!, Studio: Studio Deen.",2015
349,153,Juuni Kokuki,TV,25 min. per ep.,8.13,Sogo Vision,Studio Pierrot,"Action, Adventure, Fantasy, Magic, Supernatural","PG-13 - Teens 13 or older
Juuni Kokuki is a TV. Genre: Action, Adventure, Fantasy, Magic, Supernatural. Produced by Sogo Vision, Studio: Studio Pierrot.",2002
350,5029,Major Movie: Yuujou no Winning Shot,Movie,1 hr. 40 min.,8.12,"Avex Entertainment, Shogakukan Productions, NHK, Toho, Mainichi Shimbun",Xebec,"Action, Sports, Shounen","PG-13 - Teens 13 or older
Major Movie: Yuujou no Winning Shot is a Movie. Genre: Action, Sports, Shounen. Produced by Avex Entertainment, Shogakukan Productions, NHK, Toho, Mainichi Shimbun, Studio: Xebec.",2008
351,302,Mirai Shounen Conan,TV,29 min. per ep.,8.13,Unknown,Nippon Animation,"Adventure, Drama, Sci-Fi","PG-13 - Teens 13 or older
Mirai Shounen Conan is a TV. Genre: Adventure, Drama, Sci-Fi. Produced by Unknown, Studio: Nippon Animation.",1978
352,8740,One Piece Film: Strong World Episode 0,OVA,18 min.,8.12,Unknown,Toei Animation,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power","PG-13 - Teens 13 or older
One Piece Film: Strong World Episode 0 is a OVA. Genre: Action, Adventure, Comedy, Fantasy, Shounen, Super Power. Produced by Unknown, Studio: Toei Animation.",
353,5682,Phantom: Requiem for the Phantom,TV,24 min. per ep.,8.11,Genco,Bee Train,"Action, Drama, Seinen, Thriller","R - 17+ (violence & profanity)
Phantom: Requiem for the Phantom is a TV. Genre: Action, Drama, Seinen, Thriller. Produced by Genco, Studio: Bee Train.",2009
354,21647,Tamako Love Story,Movie,1 hr. 23 min.,8.1,"Pony Canyon, TBS",Kyoto Animation,"Comedy, Romance, Slice of Life","PG-13 - Teens 13 or older
Tamako Love Story is a Movie. Genre: Comedy, Romance, Slice of Life. Produced by Pony Canyon, TBS, Studio: Kyoto Animation.",2014
355,16049,Toaru Kagaku no Railgun S,TV,24 min. per ep.,8.12,"Geneon Universal Entertainment, Movic, AT-X, Warner Bros., ASCII Media Works",J.C.Staff,"Action, Sci-Fi, Super Power","R - 17+ (violence & profanity)
Toaru Kagaku no Railgun S is a TV. Genre: Action, Sci-Fi, Super Power. Produced by Geneon Universal Entertainment, Movic, AT-X, Warner Bros., ASCII Media Works, Studio: J.C.Staff.",2013
356,1065,Touch,TV,25 min. per ep.,8.11,Group TAC,Studio Gallop,"Drama, Romance, School, Shounen, Slice of Life, Sports","PG-13 - Teens 13 or older
Touch is a TV. Genre: Drama, Romance, School, Shounen, Slice of Life, Sports. Produced by Group TAC, Studio: Studio Gallop.",1985
357,18179,Yowamushi Pedal,TV,24 min. per ep.,8.11,"TOHO animation, Akita Shoten",TMS Entertainment,"Comedy, Sports, Drama, Shounen","PG-13 - Teens 13 or older
Yowamushi Pedal is a TV. Genre: Comedy, Sports, Drama, Shounen. Produced by TOHO animation, Akita Shoten, Studio: TMS Entertainment.",2013
358,47,Akira,Movie,2 hr. 4 min.,8.16,"Mainichi Broadcasting System, Kodansha, Toho",Tokyo Movie Shinsha,"Action, Military, Sci-Fi, Adventure, Horror, Supernatural","R+ - Mild Nudity
Akira is a Movie. Genre: Action, Military, Sci-Fi, Adventure, Horror, Supernatural. Produced by Mainichi Broadcasting System, Kodansha, Toho, Studio: Tokyo Movie Shinsha.",1988
359,4901,Black Lagoon: Roberta&#039;s Blood Trail,OVA,33 min. per ep.,8.13,Geneon Universal Entertainment,Madhouse,"Action, Seinen","R+ - Mild Nudity
Black Lagoon: Roberta&#039;s Blood Trail is a OVA. Genre: Action, Seinen. Produced by Geneon Universal Entertainment, Studio: Madhouse.",2010
360,23199,Durarara!!x2 Shou,TV,24 min. per ep.,8.11,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, ASCII Media Works",Shuka,"Action, Mystery, Supernatural","R - 17+ (violence & profanity)
Durarara!!x2 Shou is a TV. Genre: Action, Mystery, Supernatural. Produced by Aniplex, Square Enix, Mainichi Broadcasting System, Movic, ASCII Media Works, Studio: Shuka.",2015
361,32122,Gintama: Jump Festa 2015 Special,Special,12 min.,8.14,"TV Tokyo, Dentsu",Bandai Namco Pictures,"Action, Comedy, Historical, Parody, Samurai, Shounen","PG-13 - Teens 13 or older
Gintama: Jump Festa 2015 Special is a Special. Genre: Action, Comedy, Historical, Parody, Samurai, Shounen. Produced by TV Tokyo, Dentsu, Studio: Bandai Namco Pictures.",2015
362,30415,High☆Speed!: Free! Starting Days,Movie,1 hr. 50 min.,8.04,"Shochiku, Asahi Broadcasting, I Will",Kyoto Animation,"School, Slice of Life, Sports","PG-13 - Teens 13 or older
High☆Speed!: Free! Starting Days is a Movie. Genre: School, Slice of Life, Sports. Produced by Shochiku, Asahi Broadcasting, I Will, Studio: Kyoto Animation.",2015
363,851,Kyou kara Ore wa!!,OVA,43 min. per ep.,8.12,Unknown,Studio Pierrot,"Comedy, Shounen","R - 17+ (violence & profanity)
Kyou kara Ore wa!! is a OVA. Genre: Comedy, Shounen. Produced by Unknown, Studio: Studio Pierrot.",1992
364,10049,Nurarihyon no Mago: Sennen Makyou,TV,23 min. per ep.,8.11,"Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, Toho, Shueisha, BS11",Studio Deen,"Action, Demons, Shounen, Supernatural","PG-13 - Teens 13 or older
Nurarihyon no Mago: Sennen Makyou is a TV. Genre: Action, Demons, Shounen, Supernatural. Produced by Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, Toho, Shueisha, BS11, Studio: Studio Deen.",2011
365,1943,Paprika,Movie,1 hr. 30 min.,8.12,"Sony Pictures Entertainment, Cyclone Graphics inc",Madhouse,"Sci-Fi, Mystery, Dementia, Horror, Psychological, Thriller, Fantasy","R+ - Mild Nudity
Paprika is a Movie. Genre: Sci-Fi, Mystery, Dementia, Horror, Psychological, Thriller, Fantasy. Produced by Sony Pictures Entertainment, Cyclone Graphics inc, Studio: Madhouse.",2006
366,4053,Prince of Tennis: The National Tournament Finals,OVA,23 min. per ep.,8.11,"Production I.G, Nihon Ad Systems",M.S.C,"Comedy, Sports, School, Shounen","PG-13 - Teens 13 or older
Prince of Tennis: The National Tournament Finals is a OVA. Genre: Comedy, Sports, School, Shounen. Produced by Production I.G, Nihon Ad Systems, Studio: M.S.C.",2008
367,846,School Rumble Ni Gakki,TV,24 min. per ep.,8.11,"Sotsu, Marvelous, Studio Jack",Studio Comet,"Comedy, Romance, School, Shounen","PG-13 - Teens 13 or older
School Rumble Ni Gakki is a TV. Genre: Comedy, Romance, School, Shounen. Produced by Sotsu, Marvelous, Studio Jack, Studio: Studio Comet.",2006
368,9926,Sekaiichi Hatsukoi,TV,23 min. per ep.,8.07,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx",Studio Deen,"Comedy, Drama, Romance, Shounen Ai","PG-13 - Teens 13 or older
Sekaiichi Hatsukoi is a TV. Genre: Comedy, Drama, Romance, Shounen Ai. Produced by Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Studio: Studio Deen.",2011
369,31173,Akagami no Shirayuki-hime 2nd Season,TV,24 min. per ep.,8.13,"Hakusensha, Warner Bros., KlockWorx, Showgate",Bones,"Drama, Romance, Fantasy, Shoujo","PG-13 - Teens 13 or older
Akagami no Shirayuki-hime 2nd Season is a TV. Genre: Drama, Romance, Fantasy, Shoujo. Produced by Hakusensha, Warner Bros., KlockWorx, Showgate, Studio: Bones.",2016
370,4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Special,25 min.,8.1,Pony Canyon,Kyoto Animation,"Drama, Romance, School, Slice of Life","PG-13 - Teens 13 or older
Clannad: Mou Hitotsu no Sekai, Tomoyo-hen is a Special. Genre: Drama, Romance, School, Slice of Life. Produced by Pony Canyon, Studio: Kyoto Animation.",2008
